
============================================================
Request 1/5
Prompt: Explain the concept of recursion in programming in 3 sentences.
============================================================
Token 1: 'Here' | Latency: 239.64ms
Token 480: ' ' | Latency: 7.36ms
Token 481: '1' | Latency: 7.28ms
Token 482: ']:
' | Latency: 7.40ms
Token 483: '               ' | Latency: 7.27ms
Token 484: ' arr' | Latency: 7.39ms
Token 485: '[j' | Latency: 7.32ms
Token 486: '],' | Latency: 7.34ms
Token 487: ' arr' | Latency: 7.31ms
Token 488: '[j' | Latency: 7.29ms
Token 489: ' +' | Latency: 7.25ms
Token 490: ' ' | Latency: 7.33ms
Token 491: '1' | Latency: 7.24ms
Token 492: ']' | Latency: 7.35ms
Token 493: ' =' | Latency: 7.20ms
Token 494: ' arr' | Latency: 10.17ms
Token 495: '[j' | Latency: 7.32ms
Token 496: ' +' | Latency: 7.36ms
Token 497: ' ' | Latency: 7.31ms
Token 498: '1' | Latency: 7.33ms
Token 499: '],' | Latency: 7.26ms
Token 500: ' arr' | Latency: 7.31ms
Token 501: '[j' | Latency: 7.28ms
Token 502: ']

' | Latency: 7.33ms
Token 503: 'def' | Latency: 7.29ms
Token 504: ' quick' | Latency: 7.39ms
Token 505: 'sort' | Latency: 7.30ms
Token 506: '(arr' | Latency: 7.41ms
Token 507: '):
' | Latency: 7.27ms
Token 508: '   ' | Latency: 7.37ms
Token 509: ' if' | Latency: 7.27ms
Token 510: ' len' | Latency: 7.39ms
Token 511: '(arr' | Latency: 7.28ms
Token 512: ')' | Latency: 7.37ms
Token 513: ' <=' | Latency: 7.25ms
Token 514: ' ' | Latency: 7.36ms
Token 515: '1' | Latency: 7.27ms
Token 516: ':
' | Latency: 7.35ms
Token 517: '       ' | Latency: 7.25ms
Token 518: ' return' | Latency: 7.35ms
Token 519: ' arr' | Latency: 7.27ms
Token 520: '
' | Latency: 7.36ms
Token 521: '   ' | Latency: 7.28ms
Token 522: ' pivot' | Latency: 7.35ms
Token 523: ' =' | Latency: 7.27ms
Token 524: ' arr' | Latency: 7.40ms
Token 525: '[len' | Latency: 7.39ms
Token 526: '(arr' | Latency: 8.28ms
Token 527: ')' | Latency: 7.61ms
Token 528: ' //' | Latency: 7.36ms
Token 529: ' ' | Latency: 7.27ms
Token 530: '2' | Latency: 8.35ms
Token 531: ']
' | Latency: 7.63ms
Token 532: '   ' | Latency: 7.39ms
Token 533: ' left' | Latency: 7.29ms
Token 534: ' =' | Latency: 7.34ms
Token 535: ' [' | Latency: 7.23ms
Token 536: 'x' | Latency: 7.30ms
Token 537: ' for' | Latency: 7.18ms
Token 538: ' x' | Latency: 7.40ms
Token 539: ' in' | Latency: 7.23ms
Token 540: ' arr' | Latency: 7.34ms
Token 541: ' if' | Latency: 7.20ms
Token 542: ' x' | Latency: 7.33ms
Token 543: ' < pivot' | Latency: 14.57ms
Token 544: ']
' | Latency: 7.24ms
Token 545: '   ' | Latency: 7.25ms
Token 546: ' middle' | Latency: 7.42ms
Token 547: ' =' | Latency: 8.25ms
Token 548: ' [' | Latency: 7.79ms
Token 549: 'x' | Latency: 7.34ms
Token 550: ' for' | Latency: 7.33ms
Token 551: ' x' | Latency: 8.50ms
Token 552: ' in' | Latency: 7.72ms
Token 553: ' arr' | Latency: 7.26ms
Token 554: ' if' | Latency: 7.29ms
Token 555: ' x' | Latency: 7.24ms
Token 556: ' ==' | Latency: 7.36ms
Token 557: ' pivot' | Latency: 7.23ms
Token 558: ']
' | Latency: 7.32ms
Token 559: '   ' | Latency: 7.26ms
Token 560: ' right' | Latency: 7.28ms
Token 561: ' =' | Latency: 7.26ms
Token 562: ' [' | Latency: 7.38ms
Token 563: 'x' | Latency: 7.25ms
Token 564: ' for' | Latency: 7.36ms
Token 565: ' x' | Latency: 7.27ms
Token 566: ' in' | Latency: 7.38ms
Token 567: ' arr' | Latency: 7.24ms
Token 568: ' if' | Latency: 7.33ms
Token 569: ' x' | Latency: 7.26ms
Token 570: ' >' | Latency: 7.34ms
Token 571: ' pivot' | Latency: 7.26ms
Token 572: ']
' | Latency: 7.34ms
Token 573: '   ' | Latency: 7.26ms
Token 574: ' return' | Latency: 7.33ms
Token 575: ' quick' | Latency: 7.29ms
Token 576: 'sort' | Latency: 7.33ms
Token 577: '(left' | Latency: 7.28ms
Token 578: ')' | Latency: 7.34ms
Token 579: ' +' | Latency: 7.28ms
Token 580: ' middle' | Latency: 7.33ms
Token 581: ' +' | Latency: 7.25ms
Token 582: ' quick' | Latency: 7.37ms
Token 583: 'sort' | Latency: 7.26ms
Token 584: '(right' | Latency: 7.32ms
Token 585: ')

' | Latency: 7.35ms
Token 586: 'arr' | Latency: 7.28ms
Token 587: ' =' | Latency: 7.26ms
Token 588: ' [' | Latency: 7.34ms
Token 589: 'random' | Latency: 7.26ms
Token 590: '.randint' | Latency: 7.36ms
Token 591: '(' | Latency: 7.29ms
Token 592: '0' | Latency: 7.36ms
Token 593: ',' | Latency: 7.25ms
Token 594: ' ' | Latency: 7.33ms
Token 595: '100' | Latency: 7.31ms
Token 596: ')' | Latency: 7.37ms
Token 597: ' for' | Latency: 7.21ms
Token 598: ' _' | Latency: 7.38ms
Token 599: ' in' | Latency: 7.26ms
Token 600: ' range' | Latency: 7.35ms
Token 601: '(' | Latency: 7.28ms
Token 602: '10' | Latency: 7.32ms
Token 603: ')]
' | Latency: 7.28ms
Token 604: 'print' | Latency: 7.34ms
Token 605: '(qu' | Latency: 7.32ms
Token 606: 'icks' | Latency: 7.35ms
Token 607: 'ort' | Latency: 7.29ms
Token 608: '(arr' | Latency: 7.35ms
Token 609: '))
' | Latency: 7.30ms
Token 610: '``' | Latency: 7.35ms
Token 611: '`

' | Latency: 7.34ms
Token 612: 'In' | Latency: 8.81ms
Token 613: ' this' | Latency: 7.71ms
Token 614: ' example' | Latency: 7.76ms
Token 615: ',' | Latency: 7.26ms
Token 616: ' we' | Latency: 8.74ms
Token 617: ' can' | Latency: 7.63ms
Token 618: ' see' | Latency: 7.39ms
Token 619: ' that' | Latency: 7.24ms
Token 620: ' quick' | Latency: 7.35ms
Token 621: 'sort' | Latency: 7.31ms
Token 622: ' is' | Latency: 7.32ms
Token 623: ' generally' | Latency: 7.27ms
Token 624: ' more' | Latency: 8.63ms
Token 625: ' efficient' | Latency: 7.80ms
Token 626: ' than' | Latency: 7.42ms
Token 627: ' bubble' | Latency: 7.24ms
Token 628: ' sort' | Latency: 8.78ms
Token 629: ' due' | Latency: 7.71ms
Token 630: ' to' | Latency: 7.34ms
Token 631: ' its' | Latency: 7.30ms
Token 632: ' better' | Latency: 7.34ms
Token 633: ' time' | Latency: 7.27ms
Token 634: ' complexity' | Latency: 7.36ms
Token 635: '.' | Latency: 7.26ms
Token 636: ' However' | Latency: 7.30ms
Token 637: ',' | Latency: 8.37ms
Token 638: ' the' | Latency: 7.76ms
Token 639: ' actual' | Latency: 7.32ms
Token 640: ' performance' | Latency: 7.35ms
Token 641: ' may' | Latency: 7.27ms
Token 642: ' vary' | Latency: 7.35ms
Token 643: ' depending' | Latency: 7.27ms
Token 644: ' on' | Latency: 7.33ms
Token 645: ' the' | Latency: 8.34ms
Token 646: ' input' | Latency: 7.84ms
Token 647: ' data' | Latency: 7.25ms
Token 648: ' and' | Latency: 7.33ms
Token 649: ' other' | Latency: 7.29ms
Token 650: ' factors' | Latency: 7.36ms
Token 651: '.

' | Latency: 7.29ms
Token 652: 'By' | Latency: 7.36ms
Token 653: ' understanding' | Latency: 7.31ms
Token 654: ' Big' | Latency: 7.47ms
Token 655: ' O' | Latency: 7.18ms
Token 656: ' notation' | Latency: 7.37ms
Token 657: ',' | Latency: 7.36ms
Token 658: ' you' | Latency: 7.41ms
Token 659: ''ll' | Latency: 7.41ms
Token 660: ' be' | Latency: 7.45ms
Token 661: ' able' | Latency: 7.37ms
Token 662: ' to' | Latency: 8.68ms
Token 663: ' analyze' | Latency: 7.83ms
Token 664: ' algorithms' | Latency: 7.88ms
Token 665: ' and' | Latency: 7.36ms
Token 666: ' make' | Latency: 8.70ms
Token 667: ' informed' | Latency: 7.75ms
Token 668: ' decisions' | Latency: 7.40ms
Token 669: ' about' | Latency: 7.37ms
Token 670: ' which' | Latency: 7.27ms
Token 671: ' solutions' | Latency: 7.27ms
Token 672: ' are' | Latency: 7.40ms
Token 673: ' most' | Latency: 7.29ms
Token 674: ' suitable' | Latency: 7.34ms
Token 675: ' for' | Latency: 7.30ms
Token 676: ' your' | Latency: 7.44ms
Token 677: ' needs' | Latency: 7.28ms
Token 678: '.' | Latency: 8.77ms

--- Summary ---
Total tokens: 678
TTFT: 233.47ms
TPOT: 7.78ms
ITL Mean: 7.43ms
Throughput: 128.51 tok/s

============================================================
Request 5/5
Prompt: What is the purpose of a hash table data structure?
============================================================
Token 1: 'The' | Latency: 256.72ms
Token 2: ' primary' | Latency: 8.79ms
Token 3: ' purpose' | Latency: 7.18ms
Token 4: ' of' | Latency: 7.30ms
Token 5: ' a' | Latency: 8.52ms
Token 6: ' **' | Latency: 7.81ms
Token 7: 'hash' | Latency: 7.27ms
Token 8: ' table' | Latency: 7.19ms
Token 9: '**' | Latency: 7.25ms
Token 10: ' (' | Latency: 7.19ms
Token 11: 'also' | Latency: 7.23ms
Token 12: ' known' | Latency: 8.51ms
Token 13: ' as' | Latency: 8.21ms
Token 14: ' a' | Latency: 7.88ms
Token 15: ' hash' | Latency: 7.94ms
Token 16: ' map' | Latency: 7.26ms
Token 17: ' or' | Latency: 7.34ms
Token 18: ' dictionary' | Latency: 7.32ms
Token 19: ')' | Latency: 7.23ms
Token 20: ' is' | Latency: 7.41ms
Token 21: ' to' | Latency: 7.76ms
Token 22: ' store' | Latency: 7.89ms
Token 23: ' and' | Latency: 7.06ms
Token 24: ' retrieve' | Latency: 7.28ms
Token 25: ' key' | Latency: 7.14ms
Token 26: '-value' | Latency: 7.25ms
Token 27: ' pairs' | Latency: 7.26ms
Token 28: ' in' | Latency: 7.25ms
Token 29: ' an' | Latency: 7.26ms
Token 30: ' efficient' | Latency: 7.26ms
Token 31: ' manner' | Latency: 7.28ms
Token 32: '.' | Latency: 7.27ms
Token 33: ' A' | Latency: 7.89ms
Token 34: ' hash' | Latency: 7.91ms
Token 35: ' table' | Latency: 7.79ms
Token 36: ' allows' | Latency: 7.20ms
Token 37: ' you' | Latency: 7.47ms
Token 38: ' to' | Latency: 7.90ms
Token 39: ':

' | Latency: 7.22ms
Token 40: '1' | Latency: 7.29ms
Token 41: '.' | Latency: 7.34ms
Token 42: ' **' | Latency: 7.25ms
Token 43: 'Map' | Latency: 7.33ms
Token 44: ' keys' | Latency: 7.32ms
Token 45: ' to' | Latency: 7.30ms
Token 46: ' values' | Latency: 7.37ms
Token 47: '**:' | Latency: 7.38ms
Token 48: ' Store' | Latency: 7.37ms
Token 49: ' arbitrary' | Latency: 7.38ms
Token 50: ' keys' | Latency: 7.39ms
Token 51: ' (' | Latency: 8.27ms
Token 52: 'strings' | Latency: 7.52ms
Token 53: ',' | Latency: 8.35ms
Token 54: ' numbers' | Latency: 7.92ms
Token 55: ',' | Latency: 8.29ms
Token 56: ' etc' | Latency: 7.91ms
Token 57: '.)' | Latency: 7.84ms
Token 58: ' and' | Latency: 7.24ms
Token 59: ' associate' | Latency: 8.28ms
Token 60: ' them' | Latency: 7.84ms
Token 61: ' with' | Latency: 7.84ms
Token 62: ' specific' | Latency: 7.23ms
Token 63: ' values' | Latency: 7.97ms
Token 64: '.
' | Latency: 7.87ms
Token 65: '2' | Latency: 7.89ms
Token 66: '.' | Latency: 7.29ms
Token 67: ' **' | Latency: 7.91ms
Token 68: 'Eff' | Latency: 7.77ms
Token 69: 'icient' | Latency: 7.17ms
Token 70: ' lookup' | Latency: 7.24ms
Token 71: '**:' | Latency: 7.28ms
Token 72: ' Quickly' | Latency: 7.32ms
Token 73: ' find' | Latency: 7.32ms
Token 74: ' the' | Latency: 7.32ms
Token 75: ' value' | Latency: 7.38ms
Token 76: ' associated' | Latency: 7.36ms
Token 77: ' with' | Latency: 7.36ms
Token 78: ' a' | Latency: 7.34ms
Token 79: ' given' | Latency: 7.34ms
Token 80: ' key' | Latency: 8.08ms
Token 81: ' using' | Latency: 7.84ms
Token 82: ' its' | Latency: 7.85ms
Token 83: ' hash' | Latency: 7.22ms
Token 84: ' code' | Latency: 7.97ms
Token 85: ' as' | Latency: 7.78ms
Token 86: ' a' | Latency: 7.24ms
Token 87: ' pointer' | Latency: 7.29ms
Token 88: ' to' | Latency: 8.01ms
Token 89: ' the' | Latency: 7.80ms
Token 90: ' corresponding' | Latency: 7.27ms
Token 91: ' entry' | Latency: 7.28ms
Token 92: ' in' | Latency: 7.94ms
Token 93: ' the' | Latency: 7.81ms
Token 94: ' table' | Latency: 7.29ms
Token 95: '.

' | Latency: 7.31ms
Token 96: 'Hash' | Latency: 7.95ms
Token 97: ' tables' | Latency: 7.82ms
Token 98: ' are' | Latency: 7.28ms
Token 99: ' particularly' | Latency: 7.29ms
Token 100: ' useful' | Latency: 7.35ms
Token 101: ' when' | Latency: 7.83ms
Token 102: ' you' | Latency: 6.88ms
Token 103: ' need' | Latency: 7.42ms
Token 104: ' to' | Latency: 7.22ms
Token 105: ' perform' | Latency: 8.84ms
Token 106: ' frequent' | Latency: 8.06ms
Token 107: ' searches' | Latency: 7.85ms
Token 108: ',' | Latency: 7.40ms
Token 109: ' insert' | Latency: 7.29ms
Token 110: 'ions' | Latency: 7.30ms
Token 111: ',' | Latency: 7.30ms
Token 112: ' or' | Latency: 7.38ms
Token 113: ' delet' | Latency: 7.30ms
Token 114: 'ions' | Latency: 7.38ms
Token 115: ' of' | Latency: 7.23ms
Token 116: ' elements' | Latency: 7.37ms
Token 117: ' in' | Latency: 7.28ms
Token 118: ' a' | Latency: 7.42ms
Token 119: ' collection' | Latency: 7.32ms
Token 120: ',' | Latency: 7.43ms
Token 121: ' where' | Latency: 7.29ms
Token 122: ' the' | Latency: 7.42ms
Token 123: ' access' | Latency: 7.34ms
Token 124: ' time' | Latency: 7.45ms
Token 125: ' is' | Latency: 7.26ms
Token 126: ' critical' | Latency: 7.38ms
Token 127: '.' | Latency: 7.23ms
Token 128: ' They' | Latency: 7.38ms
Token 129: ' offer' | Latency: 7.24ms
Token 130: ' several' | Latency: 7.37ms
Token 131: ' benefits' | Latency: 7.24ms
Token 132: ':

' | Latency: 7.38ms
Token 133: '*' | Latency: 7.23ms
Token 134: ' **' | Latency: 7.39ms
Token 135: 'Fast' | Latency: 7.24ms
Token 136: ' lookup' | Latency: 7.42ms
Token 137: '**:' | Latency: 7.29ms
Token 138: ' Hash' | Latency: 7.43ms
Token 139: 'ing' | Latency: 7.32ms
Token 140: ' allows' | Latency: 7.39ms
Token 141: ' for' | Latency: 7.28ms
Token 142: ' fast' | Latency: 7.34ms
Token 143: ' average' | Latency: 7.28ms
Token 144: '-time' | Latency: 7.34ms
Token 145: ' complexity' | Latency: 7.31ms
Token 146: ' of' | Latency: 7.42ms
Token 147: ' O' | Latency: 7.32ms
Token 148: '(' | Latency: 7.40ms
Token 149: '1' | Latency: 7.32ms
Token 150: ')' | Latency: 7.44ms
Token 151: ' (' | Latency: 7.34ms
Token 152: 'constant' | Latency: 7.50ms
Token 153: ' time' | Latency: 7.25ms
Token 154: '),' | Latency: 7.42ms
Token 155: ' making' | Latency: 7.35ms
Token 156: ' it' | Latency: 7.42ms
Token 157: ' ideal' | Latency: 7.33ms
Token 158: ' for' | Latency: 7.44ms
Token 159: ' applications' | Latency: 7.34ms
Token 160: ' requiring' | Latency: 7.48ms
Token 161: ' quick' | Latency: 7.30ms
Token 162: ' look' | Latency: 7.42ms
Token 163: 'ups' | Latency: 7.40ms
Token 164: '.
' | Latency: 8.94ms
Token 165: '*' | Latency: 7.74ms
Token 166: ' **' | Latency: 7.93ms
Token 167: 'Eff' | Latency: 7.40ms
Token 168: 'icient' | Latency: 8.85ms
Token 169: ' insertion' | Latency: 7.72ms
Token 170: ' and' | Latency: 7.38ms
Token 171: ' deletion' | Latency: 7.29ms
Token 172: '**:' | Latency: 8.74ms
Token 173: ' Mod' | Latency: 7.84ms
Token 174: 'ifying' | Latency: 7.39ms
Token 175: ' the' | Latency: 7.26ms
Token 176: ' table' | Latency: 8.85ms
Token 177: ' is' | Latency: 7.86ms
Token 178: ' relatively' | Latency: 7.37ms
Token 179: ' inexpensive' | Latency: 7.29ms
Token 180: ',' | Latency: 8.83ms
Token 181: ' with' | Latency: 7.74ms
Token 182: ' an' | Latency: 7.45ms
Token 183: ' average' | Latency: 7.21ms
Token 184: ' time' | Latency: 7.36ms
Token 185: ' complexity' | Latency: 7.23ms
Token 186: ' of' | Latency: 7.31ms
Token 187: ' O' | Latency: 7.32ms
Token 188: '(' | Latency: 7.34ms
Token 189: '1' | Latency: 8.33ms
Token 190: ').
' | Latency: 7.91ms
Token 191: '*' | Latency: 7.82ms
Token 192: ' **' | Latency: 7.32ms
Token 193: 'Sc' | Latency: 8.15ms
Token 194: 'al' | Latency: 7.86ms
Token 195: 'ability' | Latency: 7.19ms
Token 196: '**:' | Latency: 7.31ms
Token 197: ' Hash' | Latency: 7.29ms
Token 198: ' tables' | Latency: 8.87ms
Token 199: ' can' | Latency: 7.87ms
Token 200: ' handle' | Latency: 7.42ms
Token 201: ' large' | Latency: 7.44ms
Token 202: ' amounts' | Latency: 7.32ms
Token 203: ' of' | Latency: 7.28ms
Token 204: ' data' | Latency: 7.40ms
Token 205: ' without' | Latency: 7.30ms
Token 206: ' significant' | Latency: 7.41ms
Token 207: ' performance' | Latency: 7.29ms
Token 208: ' degradation' | Latency: 7.41ms
Token 209: '.

' | Latency: 7.32ms
Token 210: 'Common' | Latency: 7.42ms
Token 211: ' use' | Latency: 7.32ms
Token 212: ' cases' | Latency: 7.39ms
Token 213: ' for' | Latency: 7.34ms
Token 214: ' hash' | Latency: 7.42ms
Token 215: ' tables' | Latency: 7.33ms
Token 216: ' include' | Latency: 7.40ms
Token 217: ':

' | Latency: 7.40ms
Token 218: '*' | Latency: 7.37ms
Token 219: ' C' | Latency: 7.33ms
Token 220: 'aches' | Latency: 7.40ms
Token 221: ':' | Latency: 7.34ms
Token 222: ' Store' | Latency: 7.43ms
Token 223: ' frequently' | Latency: 7.34ms
Token 224: ' accessed' | Latency: 7.41ms
Token 225: ' data' | Latency: 7.36ms
Token 226: ' to' | Latency: 7.46ms
Token 227: ' improve' | Latency: 7.38ms
Token 228: ' application' | Latency: 7.45ms
Token 229: ' performance' | Latency: 7.39ms
Token 230: '.
' | Latency: 7.44ms
Token 231: '*' | Latency: 7.36ms
Token 232: ' Data' | Latency: 7.47ms
Token 233: ' storage' | Latency: 7.36ms
Token 234: ':' | Latency: 7.41ms
Token 235: ' Efficient' | Latency: 7.31ms
Token 236: 'ly' | Latency: 7.43ms
Token 237: ' store' | Latency: 10.05ms
Token 238: ' and' | Latency: 7.51ms
Token 239: ' retrieve' | Latency: 7.39ms
Token 240: ' key' | Latency: 7.45ms
Token 241: '-value' | Latency: 7.39ms
Token 242: ' pairs' | Latency: 7.49ms
Token 243: ' in' | Latency: 7.37ms
Token 244: ' databases' | Latency: 7.52ms
Token 245: ',' | Latency: 7.44ms
Token 246: ' files' | Latency: 7.51ms
Token 247: ',' | Latency: 7.44ms
Token 248: ' or' | Latency: 7.52ms
Token 249: ' memory' | Latency: 7.43ms
Token 250: '.
' | Latency: 7.52ms
Token 251: '*' | Latency: 7.41ms
Token 252: ' Authentication' | Latency: 7.52ms
Token 253: ':' | Latency: 7.43ms
Token 254: ' Map' | Latency: 7.52ms
Token 255: ' usernames' | Latency: 7.42ms
Token 256: ' to' | Latency: 7.51ms
Token 257: ' passwords' | Latency: 7.56ms
Token 258: ',' | Latency: 8.92ms
Token 259: ' user' | Latency: 7.97ms
Token 260: ' IDs' | Latency: 7.46ms
Token 261: ' to' | Latency: 7.32ms
Token 262: ' credentials' | Latency: 9.03ms
Token 263: ',' | Latency: 7.79ms
Token 264: ' etc' | Latency: 7.58ms
Token 265: '.
' | Latency: 7.35ms
Token 266: '*' | Latency: 7.45ms
Token 267: ' Configuration' | Latency: 7.30ms
Token 268: ' management' | Latency: 7.45ms
Token 269: ':' | Latency: 7.36ms
Token 270: ' Store' | Latency: 7.44ms
Token 271: ' configuration' | Latency: 7.32ms
Token 272: ' options' | Latency: 7.42ms
Token 273: ' with' | Latency: 7.38ms
Token 274: ' their' | Latency: 7.46ms
Token 275: ' associated' | Latency: 7.34ms
Token 276: ' values' | Latency: 7.46ms
Token 277: '.

' | Latency: 7.41ms
Token 278: 'Hash' | Latency: 7.46ms
Token 279: ' tables' | Latency: 7.39ms
Token 280: ' are' | Latency: 7.49ms
Token 281: ' a' | Latency: 7.38ms
Token 282: ' fundamental' | Latency: 7.51ms
Token 283: ' data' | Latency: 8.83ms
Token 284: ' structure' | Latency: 8.27ms
Token 285: ' in' | Latency: 8.05ms
Token 286: ' computer' | Latency: 8.77ms
Token 287: ' science' | Latency: 7.92ms
Token 288: ',' | Latency: 8.01ms
Token 289: ' offering' | Latency: 7.37ms
Token 290: ' a' | Latency: 7.44ms
Token 291: ' versatile' | Latency: 7.38ms
Token 292: ' solution' | Latency: 7.47ms
Token 293: ' for' | Latency: 8.52ms
Token 294: ' many' | Latency: 8.02ms
Token 295: ' problems' | Latency: 7.86ms
Token 296: ' requiring' | Latency: 7.56ms
Token 297: ' efficient' | Latency: 8.86ms
Token 298: ' lookup' | Latency: 8.00ms
Token 299: ' and' | Latency: 7.40ms
Token 300: ' storage' | Latency: 7.45ms
Token 301: ' of' | Latency: 7.38ms
Token 302: ' key' | Latency: 7.46ms
Token 303: '-value' | Latency: 7.38ms
Token 304: ' pairs' | Latency: 7.41ms
Token 305: '.' | Latency: 7.37ms

--- Summary ---
Total tokens: 305
TTFT: 256.72ms
TPOT: 8.40ms
ITL Mean: 7.55ms
Throughput: 119.08 tok/s
